Country,Region,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year
Netherlands,Europe,7.448900223,1.338946342,0.975675344,0.61362648,0.368569762,0.336317569,2020
Sweden,Europe,7.353499889,1.322235227,0.986470461,0.650297701,0.442066371,0.272827893,2020
New Zealand,North America,7.299600124,1.242317915,1.008138299,0.646789908,0.461268276,0.325726211,2020
Austria,Europe,7.294199944,1.317285538,1.000933528,0.603368878,0.281256139,0.255509764,2020
Luxembourg,Europe,7.237500191,1.536676049,0.986442685,0.610137045,0.367041469,0.19595392,2020
Canada,North America,7.23210001,1.301647663,1.022501945,0.644028127,0.351701856,0.28152892,2020
Australia,Australia and New Zealand,7.222799778,1.310396433,1.022607684,0.621877193,0.335996419,0.324973613,2020
United Kingdom,Europe,7.164500237,1.273061037,0.97570008,0.525168657,0.322601646,0.373433441,2020
Israel,Africa,7.128600121,1.216463685,1.008052945,0.420699477,0.09989845,0.266861796,2020
Costa Rica,South America,7.121399879,0.981107712,0.939635336,0.645017743,0.096362092,0.131266311,2020
Ireland,Europe,7.093699932,1.446886778,0.975670695,0.587779939,0.373433262,0.295426995,2020
Germany,Europe,7.075799942,1.314184546,0.972114801,0.564274132,0.309362292,0.252037704,2020
United States,North America,6.939599991,1.37398684,0.831618011,0.534608245,0.152284741,0.298143059,2020
Czech Republic,Europe,6.910900116,1.212322354,0.89456445,0.505744576,0.049803223,0.046325929,2020
Belgium,Europe,6.863500118,1.295842767,0.964901149,0.499805421,0.208724052,0.146966159,2020
United Arab Emirates,Africa,6.790800095,1.431086421,0.787814438,0.652936101,0.220213518,0.28065598,2020
Malta,Europe,6.772799969,1.252513289,0.972042024,0.633239031,0.178864077,0.341180831,2020
France,Europe,6.663799763,1.268129349,1.029714227,0.514050901,0.227303237,0.112607703,2020
Mexico,South America,6.465000153,1.024387479,0.831601024,0.553892553,0.083133668,0.083094485,2020
Taiwan,Asia,6.45539999,1.327470541,0.878437996,0.449404389,0.131516352,0.150598705,2020
Uruguay,South America,6.440100193,1.071000457,0.856928885,0.59426707,0.193425074,0.132143691,2020
Saudi Arabia,Africa,6.406499863,1.334328532,0.759818137,0.548477471,0.163322315,0.087440684,2020
Spain,Europe,6.400899887,1.230535269,1.051343083,0.425983816,0.109579779,0.16530548,2020
Guatemala,South America,6.398900032,0.753815711,0.705952585,0.613146722,0.0983603,0.170611665,2020
Italy,Europe,6.38740015,1.236396074,1.022504926,0.321305573,0.040145598,0.170266211,2020
Singapore,Asia,6.377099991,1.519580126,1.137814283,0.635317206,0.533162236,0.218770906,2020
Brazil,South America,6.375599861,0.952679873,0.766119063,0.483292729,0.106518604,0.131674588,2020
Slovenia,Europe,6.363399982,1.208652496,0.932548046,0.646700144,0.076516323,0.145701498,2020
El Salvador,South America,6.34829998,0.748940408,0.752730012,0.524043918,0.117030352,0.1189363,2020
Kosovo,Europe,6.325200081,0.840481341,0.672709167,0.557280421,0.008559024,0.325286865,2020
Panama,South America,6.304800034,1.097667813,0.878546536,0.57984978,0.054230526,0.097207308,2020
Slovakia,Europe,6.280600071,1.194837689,0.853465259,0.423542529,0.011291441,0.116729774,2020
Uzbekistan,Asia,6.257599831,0.696652949,0.716703713,0.693270326,0.280260265,0.363311023,2020
Chile,South America,6.228499889,1.096992493,0.889260828,0.417482227,0.06284935,0.155579001,2020
Bahrain,Africa,6.227300167,1.296692252,0.838836372,0.610399902,0.126697257,0.287453711,2020
Lithuania,Europe,6.215499878,1.193559647,0.795421183,0.42046079,0.081350274,0.053691041,2020
Trinidad and Tobago,South America,6.191899776,1.167641521,0.658828557,0.55293113,0.015078396,0.199358255,2020
Poland,Europe,6.186299801,1.16922915,0.868038476,0.557903528,0.160541251,0.063374244,2020
Colombia,South America,6.163400173,0.93220371,0.810020149,0.526890039,0.04584837,0.092374094,2020
Cyprus,Europe,6.15899992,1.21279943,1.026124597,0.459385872,0.051207144,0.227932334,2020
Nicaragua,South America,6.13710022,0.620033145,0.803093255,0.560117304,0.174084574,0.212871477,2020
Romania,Europe,6.123700142,1.120401621,0.79229486,0.534852326,0.000829569,0.068181619,2020
Kuwait,Africa,6.102099895,1.424833655,0.776468933,0.570261419,0.112814933,0.132751092,2020
Mauritius,Africa,6.101299763,1.07366395,0.763389409,0.590838134,0.084088229,0.186894551,2020
Kazakhstan,Asia,6.057899952,1.122594237,0.698788941,0.497432142,0.110463686,0.153713793,2020
Estonia,Europe,6.021800041,1.192441225,0.842615008,0.576664805,0.201766819,0.125136748,2020
Philippines,Asia,6.006000042,0.775120676,0.602189481,0.621915162,0.130385727,0.129260212,2020
Hungary,Europe,6.000400066,1.164307117,0.806793869,0.386401802,0.027548173,0.070491239,2020
Thailand,Asia,5.998799801,1.007029295,0.793855846,0.609449804,0.031837862,0.376709014,2020
Argentina,South America,5.974699974,1.028465629,0.849773705,0.520840347,0.060415059,0.070100471,2020
Honduras,South America,5.953199863,0.598763585,0.791989982,0.568148077,0.086807102,0.256528199,2020
Latvia,Europe,5.949999809,1.14139545,0.777902424,0.329198807,0.090391524,0.075407945,2020
Ecuador,South America,5.925199986,0.853383601,0.838837743,0.555234551,0.086753383,0.115006477,2020
Portugal,Europe,5.910900116,1.168800831,0.979315281,0.589895189,0.027733466,0.053036947,2020
Jamaica,South America,5.889800072,0.779058397,0.788434088,0.553124607,0.030147785,0.116268493,2020
South Korea,Asia,5.872399807,1.245300651,1.022542596,0.25935635,0.094596282,0.170303866,2020
Japan,Asia,5.870800018,1.26672411,1.072881341,0.495465875,0.181439638,0.03571178,2020
Peru,South America,5.796800137,0.91854918,0.824444175,0.513210058,0.02703266,0.091611817,2020
Serbia,Europe,5.77820015,0.988181829,0.828403294,0.395428419,0.059447147,0.15028289,2020
Bolivia,South America,5.747499943,0.730976343,0.662445664,0.5744645,0.072942637,0.138375074,2020
Pakistan,Asia,5.69329977,0.616799474,0.469933242,0.405421734,0.122592121,0.228705063,2020
Paraguay,South America,5.692100048,0.897990823,0.735869646,0.586510062,0.065077379,0.204299241,2020
Dominican Republic,South America,5.689199924,0.983191848,0.741901696,0.5628739,0.115945682,0.112196781,2020
Bosnia and Herzegovina,Europe,5.674099922,0.91839546,0.813928187,0.305365741,0.001172487,0.264005244,2020
Moldova,Europe,5.607500076,0.707916796,0.713299453,0.389571488,0.014378744,0.174049184,2020
Tajikistan,Asia,5.555699825,0.474874616,0.680594802,0.521141171,0.221779913,0.182417125,2020
Montenegro,Europe,5.54610014,1.010150075,0.839028895,0.303223848,0.098435111,0.14901033,2020
Russia,Europe,5.546000004,1.126999617,0.68044591,0.399499595,0.045699362,0.099041916,2020
Kyrgyzstan,Asia,5.541500092,0.513180971,0.680645883,0.614617765,0.030466691,0.30137074,2020
Belarus,Europe,5.539899826,1.018854499,0.75258857,0.290755868,0.193607435,0.08993306,2020
North Cyprus,Europe,5.53550005,1.21279943,1.026124597,0.477885723,0.199802905,0.199160054,2020
Greece,Europe,5.514999866,1.128070116,0.979431748,0.173516348,0.048844352,0.0,2020
Hong Kong,Asia,5.510399818,1.376746058,1.136630654,0.459356517,0.332485437,0.288280904,2020
Croatia,Europe,5.504700184,1.109024286,0.900575578,0.381456882,0.012325006,0.113998979,2020
Libya,Africa,5.488800049,1.021913767,0.615626633,0.451354057,0.172258079,0.142757699,2020
Mongolia,Asia,5.456200123,0.904872775,0.615788162,0.355703115,0.046533126,0.263885736,2020
Malaysia,Asia,5.384300232,1.168421626,0.788511872,0.596941531,0.062163133,0.274886161,2020
Vietnam,Asia,5.353499889,0.718092382,0.819133997,0.650835574,0.089848459,0.136488721,2020
Indonesia,Asia,5.285600185,0.891720712,0.610437036,0.568161428,0.038278613,0.542646527,2020
Ivory Coast,Africa,5.233300209,0.537094414,0.154942513,0.397122532,0.093495794,0.169915587,2020
Benin,Africa,5.21600008,0.366244704,0.328062952,0.40583989,0.125931874,0.196670428,2020
Maldives,Asia,5.197599888,0.937864304,0.914439559,0.548203647,0.071906492,0.224198252,2020
Congo (Brazzaville),Africa,5.194399834,0.633616745,0.458101124,0.386514395,0.118670784,0.117216013,2020
Azerbaijan,Europe,5.164800167,0.990272701,0.731134057,0.467734724,0.247307181,0.040113214,2020
Macedonia,Europe,5.159800053,0.935371995,0.802994132,0.410224587,0.024595059,0.18586354,2020
Ghana,Africa,5.147999763,0.575862467,0.432162255,0.477290064,0.056570381,0.261291206,2020
Nepal,Asia,5.137199879,0.444050372,0.66887939,0.480608255,0.127502963,0.300971806,2020
Turkey,Africa,5.131800175,1.127169251,0.781335294,0.25440076,0.120983243,0.085885569,2020
China,Asia,5.123899937,0.990533412,0.867248535,0.601605117,0.117255554,0.079021044,2020
Turkmenistan,Europe,5.119100094,1.008963585,0.612448037,0.515236676,0.03350389,0.323129326,2020
Bulgaria,Europe,5.101500034,1.046554685,0.777776897,0.417820066,0.0,0.103833713,2020
Morocco,Africa,5.094799995,0.75862211,0.745096922,0.450054139,0.077385604,0.040032551,2020
Cameroon,Africa,5.084899902,0.503958046,0.270189553,0.439242482,0.054393422,0.198020101,2020
Venezuela,South America,5.053199768,0.770238638,0.76702553,0.271717221,0.063624777,0.087179154,2020
Algeria,Africa,5.005099773,0.943856001,0.745418549,0.083943799,0.129190654,0.118915014,2020
Senegal,Africa,4.980800152,0.504061818,0.518391907,0.352400899,0.081865937,0.164397135,2020
Guinea,Africa,4.949299812,0.390007734,0.333655238,0.371878058,0.112204559,0.249490842,2020
Niger,Africa,4.909599781,0.108330332,0.298816353,0.435311615,0.137554765,0.208176896,2020
Laos,Asia,4.888599873,0.714693844,0.486378282,0.612027287,0.194273964,0.27266711,2020
Albania,Europe,4.882699966,0.906653047,0.846329629,0.461945891,0.025361285,0.171027765,2020
Cambodia,Asia,4.848400116,0.544634938,0.587904334,0.674940348,0.072837502,0.233342081,2020
Bangladesh,Asia,4.832799911,0.556156278,0.694940507,0.604130566,0.176735908,0.176745117,2020
Gabon,Africa,4.829299927,0.988044381,0.522574842,0.369459897,0.055804539,0.052013602,2020
South Africa,Africa,4.814099789,0.902140439,0.407034069,0.43478182,0.05950214,0.126406848,2020
Iraq,Africa,4.784800053,0.982018709,0.529350698,0.283588052,0.073164992,0.153002068,2020
Lebanon,Africa,4.771500111,0.889232516,0.788671136,0.18551667,0.021518147,0.158524141,2020
Burkina Faso,Africa,4.768700123,0.302467644,0.312833875,0.322398156,0.126408055,0.186390609,2020
Gambia,Africa,4.750599861,0.256990552,0.353247881,0.403419524,0.158093795,0.425989687,2020
Mali,Africa,4.729300022,0.352462649,0.234981522,0.377534449,0.062146276,0.16966705,2020
Nigeria,Africa,4.724100113,0.645901859,0.167835936,0.435079455,0.047589935,0.221328124,2020
Armenia,Asia,4.676799774,0.808262408,0.77585727,0.378075808,0.104618184,0.107225738,2020
Georgia,Asia,4.672599792,0.847198069,0.694657624,0.485494107,0.174088076,0.047609735,2020
Iran,Africa,4.672399998,1.029322505,0.749053836,0.301195472,0.142651513,0.27697894,2020
Jordan,Africa,4.633399963,0.785179198,0.777624726,0.424855083,0.151878625,0.091494769,2020
Mozambique,Africa,4.623600006,0.178741366,0.324223638,0.56077534,0.163064316,0.220422104,2020
Kenya,Africa,4.583000183,0.476413399,0.536312759,0.519180536,0.067201078,0.393902093,2020
Namibia,Africa,4.571100235,0.84008199,0.40687117,0.444598973,0.054320343,0.076454483,2020
Ukraine,Europe,4.56069994,0.780434608,0.698674381,0.319423705,0.00965116,0.178551316,2020
Liberia,Africa,4.557899952,0.174103007,0.392284274,0.405943096,0.051139876,0.226967871,2020
Palestine,Asia,4.552800179,0.587819219,0.613826573,0.29870075,0.071913652,0.091816261,2020
Uganda,Africa,4.43200016,0.312337428,0.378311664,0.401682556,0.063818842,0.264807373,2020
Chad,Africa,4.422699928,0.302287489,0.1087441,0.228601769,0.085755408,0.210805088,2020
Tunisia,Africa,4.392199993,0.874742687,0.781156719,0.235860556,0.043899573,0.055881143,2020
Mauritania,Africa,4.374599934,0.539684892,0.425184816,0.185714483,0.122257635,0.128899664,2020
Sri Lanka,Asia,4.327000141,0.897986948,0.792036712,0.528632462,0.049444564,0.252666146,2020
Congo (Kinshasa),Africa,4.31099987,0.062487468,0.277212054,0.36462298,0.081466645,0.254324883,2020
Swaziland,Africa,4.308100224,0.827539742,0.215585828,0.299935788,0.146765873,0.067264833,2020
Myanmar,Asia,4.308000088,0.67809093,0.495443076,0.597478867,0.187530354,0.569813728,2020
Comoros,Africa,4.288599968,0.415620774,0.437383324,0.181028232,0.100048535,0.258538276,2020
Togo,Africa,4.187200069,0.268116266,0.342731178,0.303539038,0.114826456,0.200774252,2020
Ethiopia,Africa,4.186200142,0.315125644,0.483846247,0.41256687,0.117437035,0.227698103,2020
Madagascar,Africa,4.165599823,0.244553208,0.500617027,0.192967549,0.076248638,0.191190064,2020
Egypt,Africa,4.151400089,0.875228941,0.596911311,0.373684734,0.095461793,0.068801254,2020
Sierra Leone,Africa,3.926399946,0.240560383,0.203953966,0.382027686,0.047940936,0.257647008,2020
Burundi,Africa,3.775300026,0.0,0.295212835,0.275399059,0.212186828,0.187401786,2020
Zambia,Africa,3.759399891,0.536833763,0.36359334,0.49131754,0.086705238,0.250620902,2020
Haiti,South America,3.720799923,0.284734428,0.37436673,0.169297516,0.161935672,0.463909656,2020
Lesotho,Africa,3.652800083,0.45493874,0.100934811,0.409367532,0.050483823,0.102627642,2020
India,Asia,3.573299885,0.730576158,0.54057014,0.581142247,0.105587982,0.237072483,2020
Malawi,Africa,3.538000107,0.176534727,0.446163297,0.487389833,0.131633952,0.213185057,2020
Yemen,Africa,3.527400017,0.392701775,0.41500017,0.243721485,0.087352127,0.094689012,2020
Botswana,Africa,3.478899956,0.997548997,0.494101733,0.50908941,0.101786368,0.033407487,2020
Tanzania,Africa,3.476200104,0.457163125,0.442677855,0.509343088,0.203880861,0.27154091,2020
Central African Republic,Africa,3.475899935,0.041072082,0.0,0.292814463,0.028264718,0.253513217,2020
Rwanda,Africa,3.312299967,0.343242675,0.572383285,0.604087889,0.485542476,0.235704988,2020
Zimbabwe,Africa,3.299200058,0.425564021,0.375037611,0.37740472,0.080928579,0.151349187,2020
South Sudan,Africa,2.816600084,0.289082974,0.208809033,0.065609254,0.111156799,0.209934607,2020
Afghanistan,Asia,2.566900015,0.30070585,0.266051531,0.0,0.001225785,0.135234714,2020
Finland,Europe,7.842,1.446,0.741,0.691,0.481,0.124,2021
Denmark,Europe,7.62,1.502,0.763,0.686,0.485,0.208,2021
Switzerland,Europe,7.571,1.566,0.816,0.653,0.413,0.204,2021
Iceland,Europe,7.554,1.482,0.772,0.698,0.17,0.293,2021
Netherlands,Europe,7.464,1.501,0.753,0.647,0.384,0.302,2021
Norway,Europe,7.392,1.543,0.782,0.703,0.427,0.249,2021
Sweden,Europe,7.363,1.478,0.763,0.685,0.448,0.244,2021
Luxembourg,Europe,7.324,1.751,0.76,0.639,0.353,0.166,2021
New Zealand,North America,7.277,1.4,0.785,0.665,0.445,0.276,2021
Austria,Europe,7.268,1.492,0.782,0.64,0.292,0.215,2021
Australia,Australia and New Zealand,7.183,1.453,0.801,0.647,0.317,0.291,2021
Israel,Africa,7.157,1.376,0.788,0.509,0.119,0.208,2021
Germany,Europe,7.155,1.48,0.757,0.6,0.306,0.195,2021
Canada,North America,7.103,1.447,0.798,0.648,0.335,0.246,2021
Ireland,Europe,7.085,1.644,0.753,0.606,0.367,0.238,2021
Costa Rica,South America,7.069,1.134,0.722,0.673,0.083,0.105,2021
United Kingdom,Europe,7.064,1.423,0.757,0.58,0.306,0.34,2021
Czech Republic,Europe,6.965,1.37,0.703,0.58,0.046,0.052,2021
United States,North America,6.951,1.533,0.621,0.554,0.154,0.252,2021
Belgium,Europe,6.834,1.463,0.747,0.489,0.187,0.088,2021
France,Europe,6.69,1.421,0.804,0.536,0.235,0.092,2021
Bahrain,Africa,6.647,1.409,0.662,0.661,0.139,0.246,2021
Malta,Europe,6.602,1.411,0.747,0.664,0.183,0.275,2021
Taiwan,Asia,6.584,1.48,0.665,0.49,0.139,0.142,2021
United Arab Emirates,Africa,6.561,1.555,0.594,0.67,0.223,0.236,2021
Saudi Arabia,Africa,6.494,1.435,0.571,0.603,0.163,0.09,2021
Spain,Europe,6.491,1.375,0.826,0.462,0.124,0.135,2021
Italy,Europe,6.483,1.393,0.798,0.379,0.047,0.133,2021
Slovenia,Europe,6.461,1.36,0.722,0.69,0.085,0.122,2021
Guatemala,South America,6.435,0.845,0.519,0.638,0.105,0.163,2021
Uruguay,South America,6.431,1.164,0.649,0.625,0.223,0.128,2021
Singapore,Asia,6.377,1.695,0.897,0.664,0.547,0.176,2021
Kosovo,Europe,6.372,0.937,0.483,0.593,0.014,0.356,2021
Slovakia,Europe,6.331,1.304,0.653,0.468,0.018,0.107,2021
Brazil,South America,6.33,1.028,0.571,0.514,0.117,0.142,2021
Mexico,South America,6.317,1.126,0.634,0.585,0.089,0.092,2021
Jamaica,South America,6.309,0.891,0.599,0.618,0.035,0.099,2021
Lithuania,Europe,6.255,1.35,0.612,0.476,0.073,0.056,2021
Cyprus,Europe,6.223,1.377,0.801,0.464,0.061,0.178,2021
Estonia,Europe,6.189,1.344,0.64,0.641,0.263,0.119,2021
Panama,South America,6.18,1.298,0.667,0.596,0.053,0.079,2021
Uzbekistan,Asia,6.179,0.769,0.528,0.716,0.271,0.391,2021
Chile,South America,6.172,1.2,0.678,0.438,0.07,0.159,2021
Poland,Europe,6.166,1.309,0.668,0.558,0.13,0.08,2021
Kazakhstan,Asia,6.152,1.23,0.527,0.573,0.132,0.143,2021
Romania,Europe,6.14,1.275,0.595,0.564,0.001,0.045,2021
Kuwait,Africa,6.106,1.461,0.58,0.591,0.13,0.12,2021
Serbia,Europe,6.078,1.101,0.634,0.482,0.066,0.189,2021
El Salvador,South America,6.061,0.845,0.565,0.615,0.16,0.116,2021
Mauritius,Africa,6.049,1.178,0.574,0.59,0.096,0.153,2021
Latvia,Europe,6.032,1.285,0.587,0.405,0.089,0.082,2021
Colombia,South America,6.012,1.021,0.615,0.554,0.063,0.1,2021
Hungary,Europe,5.992,1.301,0.615,0.454,0.04,0.067,2021
Thailand,Asia,5.985,1.107,0.596,0.611,0.028,0.375,2021
Nicaragua,South America,5.972,0.693,0.604,0.553,0.176,0.201,2021
Japan,Asia,5.94,1.389,0.838,0.504,0.192,0.02,2021
Argentina,South America,5.929,1.162,0.646,0.544,0.067,0.069,2021
Portugal,Europe,5.929,1.323,0.76,0.621,0.033,0.029,2021
Honduras,South America,5.919,0.703,0.593,0.578,0.083,0.241,2021
Croatia,Europe,5.882,1.251,0.703,0.453,0.0,0.111,2021
Philippines,Asia,5.88,0.853,0.426,0.651,0.126,0.125,2021
South Korea,Asia,5.845,1.403,0.801,0.353,0.135,0.134,2021
Peru,South America,5.84,0.986,0.623,0.536,0.031,0.087,2021
Bosnia and Herzegovina,Europe,5.813,1.032,0.618,0.395,0.005,0.261,2021
Moldova,Europe,5.766,0.985,0.542,0.536,0.013,0.137,2021
Ecuador,South America,5.764,0.935,0.64,0.56,0.062,0.107,2021
Kyrgyzstan,Asia,5.744,0.665,0.501,0.673,0.02,0.266,2021
Greece,Europe,5.723,1.273,0.76,0.243,0.074,0.0,2021
Bolivia,South America,5.716,0.842,0.486,0.6,0.064,0.138,2021
Mongolia,Asia,5.677,0.966,0.442,0.397,0.053,0.263,2021
Paraguay,South America,5.653,0.983,0.549,0.602,0.037,0.206,2021
Montenegro,Europe,5.581,1.155,0.637,0.397,0.081,0.166,2021
Dominican Republic,South America,5.545,1.106,0.555,0.581,0.144,0.101,2021
North Cyprus,Europe,5.536,1.377,0.801,0.503,0.2,0.196,2021
Belarus,Europe,5.534,1.124,0.56,0.326,0.199,0.07,2021
Russia,Europe,5.477,1.241,0.511,0.409,0.06,0.115,2021
Hong Kong,Asia,5.477,1.525,0.893,0.408,0.342,0.232,2021
Tajikistan,Asia,5.466,0.508,0.498,0.548,0.247,0.152,2021
Vietnam,Asia,5.411,0.817,0.616,0.679,0.091,0.124,2021
Libya,Africa,5.41,1.044,0.435,0.474,0.174,0.131,2021
Malaysia,Asia,5.384,1.259,0.587,0.624,0.064,0.27,2021
Indonesia,Asia,5.345,0.954,0.433,0.598,0.046,0.541,2021
Congo (Brazzaville),Africa,5.342,0.518,0.307,0.381,0.124,0.144,2021
China,Asia,5.339,1.061,0.665,0.636,0.117,0.093,2021
Ivory Coast,Africa,5.306,0.669,0.052,0.438,0.092,0.177,2021
Armenia,Asia,5.283,0.996,0.585,0.54,0.198,0.079,2021
Nepal,Asia,5.269,0.519,0.496,0.488,0.135,0.287,2021
Bulgaria,Europe,5.266,1.181,0.583,0.494,0.005,0.125,2021
Maldives,Asia,5.198,1.115,0.697,0.575,0.073,0.204,2021
Azerbaijan,Europe,5.171,1.025,0.541,0.526,0.276,0.043,2021
Cameroon,Africa,5.142,0.543,0.159,0.425,0.058,0.205,2021
Senegal,Africa,5.132,0.518,0.357,0.381,0.088,0.158,2021
Albania,Europe,5.117,1.008,0.646,0.491,0.024,0.168,2021
Macedonia,Europe,5.101,1.068,0.535,0.45,0.022,0.212,2021
Ghana,Africa,5.088,0.68,0.287,0.517,0.058,0.268,2021
Niger,Africa,5.074,0.162,0.167,0.516,0.157,0.2,2021
Turkmenistan,Europe,5.066,1.046,0.439,0.602,0.033,0.366,2021
Gambia,Africa,5.051,0.367,0.21,0.384,0.123,0.465,2021
Benin,Africa,5.045,0.507,0.196,0.457,0.178,0.166,2021
Laos,Asia,5.03,0.808,0.33,0.643,0.179,0.268,2021
Bangladesh,Asia,5.025,0.635,0.514,0.603,0.164,0.161,2021
Guinea,Africa,4.984,0.42,0.206,0.384,0.111,0.25,2021
South Africa,Africa,4.956,0.967,0.265,0.447,0.051,0.144,2021
Turkey,Africa,4.948,1.26,0.59,0.236,0.104,0.097,2021
Pakistan,Asia,4.934,0.637,0.322,0.418,0.097,0.252,2021
Morocco,Africa,4.918,0.792,0.558,0.477,0.088,0.034,2021
