Country,Region,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year
Venezuela,South America,4.892,0.852,0.574,0.284,0.072,0.078,2021
Georgia,Asia,4.891,1.03,0.498,0.488,0.181,0.032,2021
Algeria,Africa,4.887,0.946,0.552,0.119,0.12,0.144,2021
Ukraine,Europe,4.875,0.979,0.517,0.417,0.01,0.181,2021
Iraq,Africa,4.854,0.91,0.381,0.302,0.041,0.153,2021
Gabon,Africa,4.852,1.037,0.362,0.424,0.064,0.058,2021
Burkina Faso,Africa,4.834,0.364,0.179,0.381,0.122,0.182,2021
Cambodia,Asia,4.83,0.603,0.426,0.702,0.061,0.21,2021
Mozambique,Africa,4.794,0.183,0.196,0.608,0.163,0.228,2021
Nigeria,Africa,4.759,0.663,0.051,0.433,0.039,0.212,2021
Mali,Africa,4.723,0.387,0.11,0.384,0.072,0.164,2021
Iran,Africa,4.721,1.03,0.561,0.275,0.144,0.33,2021
Uganda,Africa,4.636,0.364,0.24,0.398,0.054,0.267,2021
Liberia,Africa,4.625,0.228,0.253,0.43,0.057,0.221,2021
Kenya,Africa,4.607,0.603,0.385,0.483,0.073,0.375,2021
Tunisia,Africa,4.596,0.919,0.59,0.334,0.044,0.057,2021
Lebanon,Africa,4.584,1.045,0.595,0.175,0.026,0.14,2021
Namibia,Africa,4.574,0.882,0.262,0.411,0.059,0.091,2021
Palestine,Asia,4.517,0.646,0.434,0.33,0.075,0.082,2021
Myanmar,Asia,4.426,0.666,0.341,0.601,0.178,0.52,2021
Jordan,Africa,4.395,0.89,0.583,0.455,0.15,0.079,2021
Chad,Africa,4.355,0.255,0.0,0.24,0.084,0.215,2021
Sri Lanka,Asia,4.325,0.99,0.593,0.559,0.049,0.239,2021
Swaziland,Africa,4.308,0.849,0.074,0.323,0.147,0.067,2021
Comoros,Africa,4.289,0.488,0.279,0.202,0.101,0.241,2021
Egypt,Africa,4.283,0.954,0.426,0.446,0.092,0.069,2021
Ethiopia,Africa,4.275,0.37,0.331,0.451,0.114,0.241,2021
Mauritania,Africa,4.227,0.666,0.273,0.218,0.133,0.119,2021
Madagascar,Africa,4.208,0.266,0.341,0.207,0.087,0.185,2021
Togo,Africa,4.107,0.254,0.203,0.289,0.107,0.209,2021
Zambia,Africa,4.073,0.528,0.231,0.487,0.074,0.227,2021
Sierra Leone,Africa,3.849,0.279,0.1,0.408,0.047,0.243,2021
India,Asia,3.819,0.741,0.383,0.622,0.106,0.246,2021
Burundi,Africa,3.775,0.0,0.155,0.298,0.212,0.172,2021
Yemen,Africa,3.658,0.329,0.272,0.268,0.089,0.092,2021
Tanzania,Africa,3.623,0.433,0.3,0.549,0.231,0.307,2021
Haiti,South America,3.615,0.294,0.227,0.257,0.139,0.463,2021
Malawi,Africa,3.6,0.113,0.298,0.484,0.134,0.213,2021
Lesotho,Africa,3.512,0.451,0.007,0.405,0.015,0.103,2021
Botswana,Africa,3.467,1.099,0.34,0.539,0.088,0.027,2021
Rwanda,Africa,3.415,0.364,0.407,0.627,0.493,0.227,2021
Zimbabwe,Africa,3.145,0.457,0.243,0.359,0.075,0.157,2021
Afghanistan,Asia,2.523,0.37,0.126,0.0,0.01,0.122,2021
Finland,Europe,7.821,1.39651,0.94143,0.66557,0.41978,0.29678,2022
Denmark,Europe,7.636,1.30232,0.94784,0.62877,0.14145,0.4363,2022
Iceland,Europe,7.557,1.32548,0.87464,0.64938,0.48357,0.34139,2022
Switzerland,Europe,7.512,1.459,0.88521,0.66973,0.36503,0.34699,2022
Netherlands,Europe,7.415,1.32629,0.90563,0.63297,0.32957,0.45811,2022
Luxembourg,Europe,7.404,1.29025,0.88911,0.64169,0.41372,0.23351,2022
Sweden,Europe,7.384,1.32944,0.89284,0.61576,0.31814,0.4761,2022
Norway,Europe,7.365,1.33171,0.91087,0.6598,0.43844,0.36262,2022
Israel,Africa,7.364,1.25018,0.90837,0.63938,0.42922,0.47501,2022
New Zealand,Australia and New Zealand,7.2,1.33358,0.93156,0.65124,0.35637,0.43562,2022
Austria,Europe,7.163,1.22857,0.91387,0.41319,0.07785,0.33172,2022
Australia,Australia and New Zealand,7.162,0.95578,0.86027,0.63376,0.10583,0.25497,2022
Ireland,Europe,7.041,1.33723,0.89042,0.62433,0.18676,0.33088,2022
Germany,Europe,7.034,1.02054,0.81444,0.48181,0.21312,0.14074,2022
Canada,North America,7.025,1.39451,0.86179,0.54604,0.1589,0.40105,2022
United States,North America,6.977,0.98124,0.69702,0.49049,0.17521,0.14574,2022
United Kingdom,Europe,6.943,1.56391,0.91894,0.61583,0.37798,0.28034,2022
Czechia,Europe,6.92,1.33596,0.89533,0.61777,0.28703,0.45901,2022
Belgium,Europe,6.805,1.30782,0.89667,0.5845,0.2254,0.2225,2022
France,Europe,6.687,1.42727,0.80925,0.64157,0.38583,0.26428,2022
Bahrain,Africa,6.647,1.26637,0.90943,0.59625,0.32067,0.51912,2022
Slovenia,Europe,6.63,1.36011,0.76276,0.63274,0.32524,0.21542,2022
Costa Rica,South America,6.582,1.04424,0.72052,0.42908,0.11069,0.05841,2022
United Arab Emirates,Africa,6.576,1.52186,1.02525,0.54252,0.4921,0.31105,2022
Saudi Arabia,Africa,6.523,1.06353,0.79661,0.5421,0.0927,0.24434,2022
Taiwan,Asia,6.512,1.32792,0.89186,0.61477,0.21843,0.28214,2022
Singapore,Asia,6.48,1.10715,0.85857,0.44132,0.12869,0.33363,2022
Romania,Europe,6.477,1.69042,0.79733,0.6404,0.52208,0.32573,2022
Spain,Europe,6.476,1.27778,0.94579,0.55011,0.20646,0.12332,2022
Uruguay,South America,6.474,1.05351,0.78723,0.44974,0.08484,0.11451,2022
Italy,Europe,6.467,1.17898,0.84483,0.46364,0.02652,0.10686,2022
Kosovo,Europe,6.455,1.06166,0.8116,0.60362,0.24558,0.2324,2022
Malta,Europe,6.447,0.91861,0.69077,0.53466,0.0512,0.18401,2022
Lithuania,Europe,6.446,0.9669,0.7385,0.55664,0.03187,0.5763,2022
Slovakia,Europe,6.391,1.39541,0.72025,0.31048,0.32524,0.13706,2022
Estonia,Europe,6.341,1.23011,0.95562,0.45951,0.06398,0.18227,2022
Panama,South America,6.309,1.2074,0.88721,0.60365,0.13586,0.51752,2022
Brazil,South America,6.293,1.29098,0.8753,0.3974,0.08129,0.25376,2022
Guatemala,South America,6.262,1.55422,0.72492,0.55499,0.25609,0.16228,2022
Kazakhstan,Asia,6.234,0.99534,0.6082,0.59657,0.13633,0.16991,2022
Cyprus,Europe,6.221,1.21183,0.61483,0.55884,0.0114,0.31844,2022
Latvia,Europe,6.18,0.76454,0.67737,0.4035,0.11776,0.10692,2022
Serbia,Europe,6.178,0.74553,0.64425,0.57733,0.09472,0.27489,2022
Chile,South America,6.172,0.63244,0.59772,0.65821,0.30826,0.22837,2022
Nicaragua,South America,6.165,1.16891,0.78902,0.31751,0.03431,0.16893,2022
Mexico,South America,6.128,1.27074,0.99111,0.49615,0.1806,0.10705,2022
Croatia,Europe,6.125,1.24461,0.96538,0.33208,0.07857,0.18557,2022
Poland,Europe,6.123,0.86402,0.79075,0.48574,0.1809,0.11541,2022
El Salvador,South America,6.12,1.32376,0.74716,0.45492,0.306,0.17362,2022
Kuwait,Africa,6.106,1.25114,0.95446,0.26236,0.02901,0.22823,2022
Hungary,Europe,6.086,0.68133,0.5392,0.57414,0.088,0.20536,2022
Mauritius,Africa,6.071,0.59448,0.61826,0.32818,0.01615,0.20951,2022
Uzbekistan,Asia,6.063,0.75985,0.66098,0.53899,0.08242,0.3424,2022
Japan,Asia,6.039,1.12254,0.64368,0.51649,0.08454,0.11827,2022
Honduras,South America,6.022,1.18498,0.87337,0.60855,0.03787,0.25328,2022
Portugal,Europe,6.016,1.14723,0.73128,0.21342,0.01031,0.02641,2022
Argentina,South America,5.967,0.59325,0.74314,0.55475,0.19317,0.27815,2022
Greece,Europe,5.948,0.90019,0.73017,0.41496,0.05989,0.14982,2022
South Korea,Asia,5.935,1.03192,0.73608,0.37938,0.1909,0.11046,2022
Philippines,Asia,5.904,1.12555,0.77903,0.53122,0.04212,0.16759,2022
Thailand,Asia,5.891,1.12486,0.72394,0.53024,0.10501,0.33075,2022
Moldova,Europe,5.857,1.08254,0.78805,0.25883,0.0243,0.05444,2022
Jamaica,South America,5.85,1.13145,0.7038,0.41668,0.11023,0.18295,2022
Kyrgyzstan,Asia,5.828,1.13764,0.66926,0.36679,0.03005,0.00199,2022
Belarus,Europe,5.821,0.81038,0.68741,0.50442,0.02299,0.2123,2022
Colombia,South America,5.781,1.20806,0.92356,0.49027,0.1428,0.26169,2022
Bosnia and Herzegovina,Europe,5.768,1.20813,0.92356,0.40672,0.06146,0.30638,2022
Mongolia,Asia,5.761,0.93929,0.61766,0.28579,0.17383,0.07822,2022
Dominican Republic,South America,5.737,0.80148,0.63132,0.24749,0.04741,0.2831,2022
Malaysia,Asia,5.711,0.95847,0.53886,0.4761,0.30844,0.16979,2022
Bolivia,South America,5.6,1.00761,0.7095,0.56066,0.07521,0.37744,2022
China,Asia,5.585,1.38604,1.01328,0.59608,0.37124,0.39478,2022
Paraguay,South America,5.578,1.15174,0.77361,0.44888,0.15184,0.0868,2022
Peru,South America,5.559,0.82827,0.63793,0.46611,0.0,0.51535,2022
Montenegro,Europe,5.547,0.63216,0.74676,0.59444,0.10441,0.1686,2022
Ecuador,South America,5.533,1.06098,0.73172,0.22815,0.15746,0.12253,2022
Vietnam,Asia,5.485,0.47428,0.65088,0.43477,0.04232,0.3003,2022
Turkmenistan,Europe,5.474,0.65435,0.16007,0.34334,0.0403,0.27233,2022
North Cyprus,Europe,5.467,0.77042,0.57407,0.53206,0.15445,0.47998,2022
Russia,Europe,5.459,1.02389,0.64045,0.3703,0.16065,0.07799,2022
Hong Kong,Asia,5.425,0.59543,0.51466,0.12102,0.10464,0.33671,2022
Armenia,Asia,5.399,0.90198,0.69639,0.40661,0.14293,0.11053,2022
Tajikistan,Asia,5.377,0.97438,0.72521,0.1826,0.14296,0.1614,2022
Nepal,Asia,5.377,0.89012,0.81658,0.51697,0.02781,0.08185,2022
Bulgaria,Europe,5.371,0.47038,0.29924,0.48827,0.12468,0.19591,2022
Libya,Africa,5.33,1.04345,0.7689,0.35068,0.00649,0.13748,2022
Indonesia,Asia,5.24,0.92053,0.74836,0.20107,0.02617,0.19231,2022
Ivory Coast,Africa,5.235,1.15991,0.87519,0.51469,0.01078,0.13719,2022
Macedonia,Europe,5.199,1.11312,0.72437,0.29671,0.06332,0.18226,2022
Albania,Europe,5.199,0.70532,0.58114,0.62545,0.12279,0.24991,2022
South Africa,Africa,5.194,0.18847,0.43873,0.46582,0.39928,0.50318,2022
Azerbaijan,Europe,5.173,0.73479,0.60954,0.41691,0.08546,0.07172,2022
Gambia,Africa,5.164,0.91851,0.73545,0.33457,0.05327,0.22359,2022
Bangladesh,Asia,5.155,0.08308,0.09131,0.34037,0.15603,0.22269,2022
Laos,Asia,5.14,0.87867,0.81325,0.35733,0.06413,0.14272,2022
Algeria,Africa,5.122,0.83223,0.79081,0.09245,0.00227,0.24808,2022
Liberia,Africa,5.122,0.37545,0.07612,0.31767,0.12504,0.16388,2022
Ukraine,Europe,5.084,0.89537,0.66825,0.57672,0.14234,0.21684,2022
Congo (Brazzaville),Africa,5.075,0.59066,0.54909,0.59591,0.24249,0.42192,2022
Morocco,Africa,5.06,0.82819,0.60268,0.43626,0.02666,0.3323,2022
Mozambique,Africa,5.048,0.71206,0.07566,0.30658,0.0306,0.18259,2022
Cameroon,Africa,5.048,1.15406,0.88213,0.07699,0.01397,0.0,2022
Senegal,Africa,5.046,1.02564,0.83947,0.33916,0.04582,0.21854,2022
Niger,Africa,5.003,1.12094,0.75905,0.32112,0.02758,0.128,2022
Georgia,Asia,4.973,0.59532,0.6951,0.40148,0.06825,0.23027,2022
Gabon,Africa,4.958,0.39047,0.57379,0.47216,0.15072,0.22974,2022
Iraq,Africa,4.941,0.88113,0.73793,0.26268,0.06358,0.06431,2022
Venezuela,South America,4.925,0.59867,0.66015,0.24499,0.12905,0.11251,2022
Guinea,Africa,4.891,0.39753,0.60164,0.4082,0.12569,0.21222,2022
Iran,Africa,4.888,1.0088,0.69805,0.30033,0.05863,0.38086,2022
Ghana,Africa,4.872,0.79907,0.6739,0.25123,0.02961,0.15275,2022
Turkey,Africa,4.744,0.98549,0.60237,0.0,0.13788,0.17922,2022
Burkina Faso,Africa,4.67,0.92049,0.27688,0.33207,0.08884,0.11973,2022
Cambodia,Asia,4.64,0.54558,0.40132,0.42342,0.04355,0.23087,2022
Benin,Africa,4.623,0.271,0.33475,0.25861,0.08079,0.18987,2022
Comoros,Africa,4.609,0.0712,0.34201,0.28531,0.06232,0.24362,2022
Uganda,Africa,4.603,0.64499,0.51529,0.39786,0.08492,0.26475,2022
Nigeria,Africa,4.552,0.52107,0.36878,0.10081,0.1466,0.19062,2022
Kenya,Africa,4.543,0.26673,0.38847,0.24425,0.17175,0.46187,2022
Tunisia,Africa,4.516,0.0,0.09806,0.22605,0.07625,0.24834,2022
Pakistan,Asia,4.516,0.35997,0.56874,0.38282,0.05907,0.32296,2022
Palestine,Asia,4.483,0.19073,0.44055,0.4345,0.15048,0.24325,2022
Mali,Africa,4.479,0.33024,0.0,0.4084,0.08786,0.21488,2022
Namibia,Africa,4.459,0.45407,0.35874,0.24232,0.17461,0.219,2022
Kingdom of Eswatini,Africa,4.396,0.36471,0.41435,0.42215,0.05839,0.37542,2022
Myanmar,Asia,4.394,0.44025,0.36291,0.46074,0.28105,0.18093,2022
Sri Lanka,Asia,4.362,0.76821,0.7299,0.19847,0.039,0.07855,2022
Madagascar,Africa,4.339,0.99355,0.04776,0.49495,0.12474,0.10461,2022
Egypt,Africa,4.288,0.27108,0.48246,0.44017,0.19034,0.79588,2022
Chad,Africa,4.251,0.7419,0.72926,0.40577,0.38331,0.05547,2022
Ethiopia,Africa,4.241,0.01604,0.22562,0.43054,0.06977,0.33128,2022
Yemen,Africa,4.197,0.83524,0.70806,0.53726,0.09179,0.40828,2022
Mauritania,Africa,4.153,0.4225,0.23402,0.49309,0.05786,0.20618,2022
Jordan,Africa,4.152,1.01216,0.76649,0.30587,0.00872,0.11921,2022
Togo,Africa,4.112,0.8818,0.61712,0.17288,0.06324,0.11291,2022
India,Asia,3.777,0.54649,0.40064,0.35571,0.07854,0.09131,2022
Zambia,Africa,3.76,0.75778,0.16683,0.10384,0.07122,0.12344,2022
Malawi,Africa,3.75,0.26074,0.20583,0.38857,0.12352,0.18798,2022
Tanzania,Africa,3.702,0.67866,0.31051,0.41466,0.11686,0.12388,2022
Sierra Leone,Africa,3.574,0.23906,0.36315,0.22917,0.199,0.17441,2022
Lesotho,Africa,3.512,0.21102,0.33861,0.45727,0.07267,0.29066,2022
Botswana,Africa,3.471,0.36498,0.4354,0.36772,0.10713,0.20843,2022
Rwanda,Africa,3.268,1.06024,0.43372,0.31914,0.11091,0.06822,2022
Zimbabwe,Africa,2.995,0.0694,0.29707,0.47692,0.15639,0.19387,2022
Lebanon,Africa,2.955,0.46038,0.61114,0.66246,0.07247,0.40359,2022
Afghanistan,Asia,2.404,0.2852,0.38215,0.32878,0.05747,0.34377,2022
Finland,Europe,7.804,1.888,0.535,0.772,0.535,0.126,2023
Denmark,Europe,7.586,1.949,0.537,0.734,0.525,0.208,2023
Iceland,Europe,7.53,1.926,0.559,0.738,0.187,0.25,2023
Israel,Africa,7.473,1.833,0.577,0.569,0.158,0.124,2023
Netherlands,Europe,7.403,1.942,0.545,0.672,0.394,0.251,2023
Sweden,Europe,7.395,1.921,0.562,0.754,0.52,0.225,2023
Norway,Europe,7.315,1.994,0.544,0.752,0.463,0.212,2023
Switzerland,Europe,7.24,2.022,0.582,0.678,0.475,0.151,2023
Luxembourg,Europe,7.228,2.2,0.549,0.71,0.418,0.149,2023
New Zealand,Australia and New Zealand,7.123,1.842,0.513,0.672,0.471,0.23,2023
Austria,Europe,7.097,1.927,0.535,0.63,0.31,0.191,2023
Australia,Australia and New Zealand,7.095,1.899,0.532,0.677,0.31,0.242,2023
Canada,North America,6.961,1.881,0.541,0.656,0.364,0.218,2023
Ireland,Europe,6.911,2.152,0.539,0.656,0.409,0.186,2023
United States,North America,6.894,1.98,0.39,0.557,0.172,0.21,2023
Germany,Europe,6.892,1.919,0.539,0.618,0.365,0.153,2023
Belgium,Europe,6.859,1.907,0.528,0.59,0.273,0.137,2023
Czechia,Europe,6.845,1.823,0.477,0.693,0.05,0.158,2023
United Kingdom,Europe,6.796,1.857,0.511,0.626,0.34,0.272,2023
Lithuania,Europe,6.763,1.808,0.432,0.487,0.089,0.059,2023
France,Europe,6.661,1.856,0.566,0.582,0.27,0.083,2023
Slovenia,Europe,6.65,1.815,0.532,0.707,0.113,0.144,2023
Costa Rica,South America,6.609,1.587,0.503,0.683,0.116,0.099,2023
Romania,Europe,6.589,1.726,0.423,0.631,0.0,0.044,2023
Singapore,Asia,6.587,2.168,0.607,0.66,0.561,0.17,2023
United Arab Emirates,Africa,6.571,2.015,0.401,0.745,0.247,0.188,2023
Taiwan,Asia,6.535,1.89,0.492,0.562,0.178,0.067,2023
Uruguay,South America,6.494,1.617,0.435,0.683,0.254,0.102,2023
Slovakia,Europe,6.469,1.731,0.472,0.494,0.022,0.128,2023
Saudi Arabia,Africa,6.463,1.861,0.351,0.682,0.17,0.093,2023
Estonia,Europe,6.455,1.798,0.494,0.728,0.372,0.153,2023
Spain,Europe,6.436,1.798,0.567,0.533,0.157,0.101,2023
Italy,Europe,6.405,1.832,0.559,0.438,0.063,0.097,2023
Kosovo,Europe,6.368,1.374,0.372,0.639,0.045,0.275,2023
Chile,South America,6.334,1.645,0.511,0.546,0.076,0.131,2023
Mexico,South America,6.33,1.55,0.389,0.632,0.115,0.086,2023
Malta,Europe,6.3,1.841,0.547,0.671,0.143,0.2,2023
Panama,South America,6.265,1.714,0.475,0.63,0.036,0.065,2023
Poland,Europe,6.26,1.767,0.477,0.511,0.139,0.12,2023
Nicaragua,South America,6.259,1.109,0.385,0.66,0.218,0.148,2023
Latvia,Europe,6.213,1.737,0.405,0.58,0.071,0.107,2023
Bahrain,Africa,6.173,1.883,0.389,0.748,0.138,0.199,2023
Guatemala,South America,6.15,1.287,0.31,0.631,0.066,0.106,2023
Kazakhstan,Asia,6.144,1.664,0.389,0.628,0.149,0.136,2023
Serbia,Europe,6.144,1.552,0.424,0.617,0.081,0.246,2023
Cyprus,Europe,6.13,1.824,0.58,0.455,0.05,0.104,2023
Japan,Asia,6.129,1.825,0.622,0.556,0.207,0.009,2023
Croatia,Europe,6.125,1.727,0.475,0.5,0.003,0.087,2023
Brazil,South America,6.125,1.454,0.387,0.558,0.137,0.131,2023
El Salvador,South America,6.122,1.278,0.383,0.713,0.222,0.079,2023
Hungary,Europe,6.041,1.754,0.435,0.501,0.065,0.105,2023
Argentina,South America,6.024,1.59,0.427,0.587,0.082,0.088,2023
Honduras,South America,6.023,1.115,0.341,0.613,0.062,0.189,2023
Uzbekistan,Asia,6.014,1.227,0.375,0.74,0.208,0.26,2023
Malaysia,Asia,6.012,1.665,0.385,0.659,0.122,0.222,2023
Portugal,Europe,5.968,1.758,0.537,0.693,0.037,0.031,2023
South Korea,Asia,5.951,1.853,0.603,0.446,0.163,0.112,2023
Greece,Europe,5.931,1.708,0.535,0.248,0.097,0.008,2023
Mauritius,Africa,5.902,1.589,0.336,0.574,0.11,0.121,2023
Thailand,Asia,5.843,1.515,0.461,0.624,0.013,0.291,2023
Mongolia,Asia,5.84,1.379,0.244,0.425,0.058,0.239,2023
Kyrgyzstan,Asia,5.825,1.061,0.417,0.735,0.018,0.234,2023
Moldova,Europe,5.819,1.425,0.375,0.61,0.02,0.093,2023
China,Asia,5.818,1.51,0.468,0.666,0.145,0.115,2023
Vietnam,Asia,5.763,1.349,0.381,0.741,0.122,0.134,2023
Paraguay,South America,5.738,1.428,0.392,0.678,0.062,0.148,2023
Montenegro,Europe,5.722,1.537,0.424,0.563,0.061,0.17,2023
Jamaica,South America,5.703,1.305,0.411,0.587,0.039,0.079,2023
Bolivia,South America,5.684,1.24,0.329,0.648,0.06,0.103,2023
Russia,Europe,5.661,1.68,0.366,0.449,0.091,0.12,2023
Bosnia and Herzegovina,Europe,5.633,1.467,0.429,0.485,0.008,0.247,2023
Colombia,South America,5.63,1.455,0.486,0.562,0.068,0.08,2023
Dominican Republic,South America,5.569,1.536,0.351,0.623,0.195,0.083,2023
Ecuador,South America,5.559,1.343,0.476,0.56,0.069,0.079,2023
Peru,South America,5.526,1.39,0.499,0.549,0.027,0.073,2023
Philippines,Asia,5.523,1.238,0.286,0.714,0.141,0.104,2023
Bulgaria,Europe,5.466,1.635,0.408,0.557,0.013,0.106,2023
Nepal,Asia,5.36,0.979,0.281,0.567,0.104,0.215,2023
Armenia,Asia,5.342,1.466,0.443,0.551,0.16,0.053,2023
Tajikistan,Asia,5.33,0.972,0.291,0.599,0.292,0.104,2023
Algeria,Africa,5.329,1.353,0.409,0.252,0.152,0.073,2023
Hong Kong,Asia,5.308,1.951,0.702,0.407,0.39,0.123,2023
Albania,Europe,5.277,1.449,0.48,0.549,0.037,0.133,2023
Indonesia,Asia,5.277,1.384,0.314,0.663,0.038,0.422,2023
South Africa,Africa,5.275,1.417,0.149,0.464,0.019,0.09,2023
Congo (Brazzaville),Africa,5.267,0.921,0.145,0.464,0.136,0.134,2023
Macedonia,Europe,5.254,1.498,0.408,0.515,0.02,0.207,2023
Venezuela,South America,5.211,0.0,0.341,0.369,0.084,0.205,2023
Laos,Asia,5.111,1.232,0.257,0.715,0.162,0.185,2023
Georgia,Asia,5.109,1.477,0.366,0.539,0.201,0.0,2023
Guinea,Africa,5.072,0.844,0.072,0.369,0.102,0.204,2023
Ukraine,Europe,5.071,1.358,0.355,0.551,0.016,0.265,2023
Ivory Coast,Africa,5.053,1.094,0.12,0.467,0.131,0.138,2023
Gabon,Africa,5.035,1.438,0.183,0.346,0.102,0.036,2023
Nigeria,Africa,4.981,1.065,0.092,0.448,0.013,0.176,2023
Cameroon,Africa,4.973,0.965,0.118,0.405,0.059,0.144,2023
Mozambique,Africa,4.954,0.57,0.0,0.625,0.192,0.161,2023
Iraq,Africa,4.941,1.281,0.324,0.351,0.038,0.134,2023
Morocco,Africa,4.903,1.236,0.337,0.54,0.085,0.013,2023
Iran,Africa,4.876,1.465,0.411,0.281,0.13,0.229,2023
Senegal,Africa,4.855,0.943,0.231,0.519,0.06,0.142,2023
Mauritania,Africa,4.724,1.099,0.244,0.32,0.195,0.13,2023
Burkina Faso,Africa,4.638,0.768,0.107,0.419,0.113,0.188,2023
Namibia,Africa,4.631,1.289,0.145,0.383,0.071,0.069,2023
Turkiye,Europe,4.614,1.714,0.467,0.125,0.096,0.095,2023
Ghana,Africa,4.605,1.101,0.197,0.526,0.035,0.211,2023
Pakistan,Asia,4.555,1.081,0.158,0.511,0.102,0.141,2023
Niger,Africa,4.501,0.561,0.137,0.54,0.14,0.154,2023
Tunisia,Africa,4.497,1.333,0.422,0.259,0.016,0.022,2023
Kenya,Africa,4.487,1.051,0.19,0.418,0.055,0.291,2023
Sri Lanka,Asia,4.442,1.422,0.426,0.539,0.086,0.12,2023
Uganda,Africa,4.432,0.785,0.201,0.425,0.051,0.197,2023
Chad,Africa,4.397,0.622,0.043,0.393,0.088,0.255,2023
Cambodia,Asia,4.393,1.025,0.283,0.768,0.051,0.176,2023
Benin,Africa,4.374,0.924,0.124,0.481,0.253,0.114,2023
Myanmar,Asia,4.372,1.032,0.269,0.46,0.194,0.4,2023
Bangladesh,Asia,4.282,1.133,0.355,0.617,0.165,0.139,2023
Gambia,Africa,4.279,0.761,0.174,0.286,0.033,0.332,2023
Mali,Africa,4.198,0.763,0.106,0.441,0.059,0.121,2023
Egypt,Africa,4.17,1.377,0.326,0.467,0.25,0.038,2023
Togo,Africa,4.137,0.77,0.161,0.367,0.136,0.149,2023
Jordan,Africa,4.12,1.292,0.438,0.517,0.173,0.056,2023
Ethiopia,Africa,4.091,0.793,0.25,0.451,0.101,0.283,2023
Liberia,Africa,4.042,0.628,0.141,0.471,0.071,0.219,2023
India,Asia,4.036,1.159,0.252,0.685,0.111,0.175,2023
Madagascar,Africa,4.019,0.632,0.178,0.187,0.134,0.177,2023
Zambia,Africa,3.982,0.914,0.095,0.545,0.08,0.189,2023
Tanzania,Africa,3.694,0.836,0.214,0.607,0.269,0.234,2023
Comoros,Africa,3.545,0.914,0.215,0.117,0.145,0.129,2023
Malawi,Africa,3.495,0.637,0.189,0.49,0.129,0.139,2023
Botswana,Africa,3.435,1.471,0.087,0.48,0.071,0.021,2023
Congo (Kinshasa),Africa,3.207,0.531,0.105,0.375,0.068,0.183,2023
Zimbabwe,Africa,3.204,0.758,0.069,0.363,0.117,0.112,2023
Sierra Leone,Africa,3.138,0.67,0.092,0.371,0.051,0.193,2023
Lebanon,Africa,2.392,1.417,0.398,0.123,0.027,0.061,2023
Afghanistan,Asia,1.859,0.645,0.087,0.0,0.059,0.093,2023
